"country","actor.name","is.non.gov.actor.connected.to.gov","event.name.description","tmk","part.civ.war","civ.war.name","part.int.war","int.war.name","year","is.government.actor","primary.location","pl.ccode","pl.gwn","secondary.location","intent.4.a.actor.org.pln","intent.4.b.actor.stat.int","tmk.st","tmk.end","deaths.est","deaths.est.crit","group1.name","group1.best.fatalities.estimate","group1.high.fatalities.estimate","group1.low.fatalities.estimate","group1.tmk.eth","group1.tmk.eth.nm","group1.tmk.eth.id","group1.tmk.rel","group1.tmk.rel.nm","group1.tmk.rel.id","group1.tmk.pol","group1.tmk.pol.nm","group2.name","group2.best.fatalities.estimate","group2.high.fatalities.estimate","group2.low.fatalities.estimate","group2.tmk.eth","group2.tmk.eth.nm","group2.tmk.eth.id","group2.tmk.rel","group2.tmk.rel.nm","group2.tmk.rel.id","group2.tmk.pol","group2.tmk.pol.nm","group3.name","group3.best.fatalities.estimate","group3.high.fatalities.estimate","group3.low.fatalities.estimate","group3.tmk.eth","group3.tmk.eth.nm","group3.tmk.eth.id","group3.tmk.rel","group3.tmk.rel.nm","group3.tmk.rel.id","group3.tmk.pol","group3.tmk.pol.nm","group4.name","group4.best.fatalities.estimate","group4.high.fatalities.estimate","group4.low.fatalities.estimate","group4.tmk.eth","group4.tmk.eth.nm","group4.tmk.eth.id","group4.tmk.rel","group4.tmk.rel.nm","group4.tmk.rel.id","group4.tmk.pol","group4.tmk.pol.nm","group5.name","group5.best.fatalities.estimate","group5.high.fatalities.estimate","group5.low.fatalities.estimate","group5.tmk.eth","group5.tmk.eth.nm","group5.tmk.eth.id","group5.tmk.rel","group5.tmk.rel.nm","group5.tmk.rel.id","group5.tmk.pol","group5.tmk.pol.nm","total.deaths","tmk.end.type","tmk.end.type.military","tmk.end.type.leader","tmk.end.type.peace","tmk.end.type.ceasefire","tmk.end.type.submission","tmk.end.type.other.uncertain","mil.int","mil.int.id","mil.int.ccid","tmk.group1.size","tmk.group2.size","tmk.group3.size","trig","trig.strat.env","trig.strat.env.nm","trig.to.host.pop","trig.to.host.pop.nm","trig.crac.prot","trig.crac.prot.nm","trig.sym.sig.vio","trig.sym.sig.vio.nm","trig.other","trig.other.nm","trig.inst.perp","trig.inst.perp.nm","trig.inst.targ.grp","trig.inst.targ.grp.nm","trig.inst.oth","trig.inst.oth.nm","trig.inst.oth.con.gov","trig.inst.oth.con.targ","tmk_id","duration","tmk.ordinal","intent.4a.any","intent.4b.any","tmk.ordinal.max","genpol.ongoing","genpol.onset"
"Kenya","Government of Kenya","0","Post-Election Violence",1,0,NA,"0",NA,2008,1,"Kenya",501,501,NA,0,0,"29/12/07","28/01/08",254,"UCDP Estimate","Luo (Opposition supporters)","220","254","195",1,"Luo","50106000",0,NA,NA,1,"ODM supporters",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303,"Negotiated power sharing agreement february 2008",0,0,1,0,0,0,"0",NA,NA,"4000000",NA,NA,"1","0",NA,"0",NA,"1","Police crackdown on ODM protests","0",NA,NA,NA,"1","Kenyan police",NA,NA,NA,NA,NA,NA,"Kenya-Government of Kenya-2007",2,1,0,0,1,0,0
"Kenya","Mungiki","1","Mungiki sect killings",1,0,NA,"0",NA,2008,0,"Kenya",501,501,NA,0,0,"01/01/08","31/12/08",32,"UCDP estimate","Luo and Kalenjin people","29","32","29",1,"Luo and Kalenjin People","50106000; 50101000",0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,"With Luo and Kalenjin displaced, future OSV followed different patterns",0,0,0,0,1,0,NA,NA,NA,"12620000",NA,NA,"1","0",NA,"0",NA,"0",NA,"0",NA,"1","Result of December 2007 election","0",NA,NA,NA,NA,NA,NA,NA,"Kenya-Mungiki-2008",1,1,0,0,1,0,0
"Laos","Government of Laos","0","Post war killing of Hmong",1,0,NA,"0",NA,1975,1,"Laos",812,812,NA,1,1,"28/05/75","31/12/80",NA,"JHM","Hmong",NA,NA,NA,1,"Hmong","81201000",0,NA,NA,1,"Anti-communists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+05,"Low activity",NA,NA,NA,NA,NA,NA,"0",NA,NA,"450000",NA,NA,"1","1","Withdrawal of US forces from Laos","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"1","US Forces","0","1","Laos-Government of Laos-1975",1,8,1,1,8,1,1
"Laos","Government of Laos","0","Post war killing of Hmong",1,0,NA,"0",NA,1976,1,"Laos",812,812,NA,1,1,"28/05/75","31/12/80",NA,"JHM","Hmong",NA,NA,NA,1,"Hmong","81201000",0,NA,NA,1,"Anti-communists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+05,"Low activity",NA,NA,NA,NA,NA,NA,"0",NA,NA,"450000",NA,NA,"1","1","Withdrawal of US forces from Laos","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"1","US Forces","0","1","Laos-Government of Laos-1975",2,8,1,1,8,1,0
"Laos","Government of Laos","0","Post war killing of Hmong",1,0,NA,"0",NA,1977,1,"Laos",812,812,NA,1,1,"28/05/75","31/12/80",NA,"JHM","Hmong",NA,NA,NA,1,"Hmong","81201000",0,NA,NA,1,"Anti-communists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+05,"Low activity",NA,NA,NA,NA,NA,NA,"0",NA,NA,"450000",NA,NA,"1","1","Withdrawal of US forces from Laos","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"1","US Forces","0","1","Laos-Government of Laos-1975",3,8,1,1,8,1,0
"Laos","Government of Laos","0","Post war killing of Hmong",1,0,NA,"0",NA,1978,1,"Laos",812,812,NA,1,1,"28/05/75","31/12/80",NA,"JHM","Hmong",NA,NA,NA,1,"Hmong","81201000",0,NA,NA,1,"Anti-communists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+05,"Low activity",NA,NA,NA,NA,NA,NA,"0",NA,NA,"450000",NA,NA,"1","1","Withdrawal of US forces from Laos","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"1","US Forces","0","1","Laos-Government of Laos-1975",4,8,1,1,8,1,0
"Laos","Government of Laos","0","Post war killing of Hmong",1,0,NA,"0",NA,1979,1,"Laos",812,812,NA,1,1,"28/05/75","31/12/80",NA,"JHM","Hmong",NA,NA,NA,1,"Hmong","81201000",0,NA,NA,1,"Anti-communists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+05,"Low activity",NA,NA,NA,NA,NA,NA,"0",NA,NA,"450000",NA,NA,"1","1","Withdrawal of US forces from Laos","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"1","US Forces","0","1","Laos-Government of Laos-1975",5,8,1,1,8,1,0
"Laos","Government of Laos","0","Post war killing of Hmong",1,0,NA,"0",NA,1980,1,"Laos",812,812,NA,1,1,"28/05/75","31/12/80",NA,"JHM","Hmong",NA,NA,NA,1,"Hmong","81201000",0,NA,NA,1,"Anti-communists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+05,"Low activity",NA,NA,NA,NA,NA,NA,"0",NA,NA,"450000",NA,NA,"1","1","Withdrawal of US forces from Laos","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"1","US Forces","0","1","Laos-Government of Laos-1975",6,8,1,1,8,1,0
"Lebanon","Amal Movement","1","War of the Camps",1,1,"Lebanese Civil War","0",NA,1985,0,"Lebanon",660,660,NA,1,0,"01/01/85","31/12/87",670,"SciencesPo Mass Violence and Resistance","Palestinian refugees","670","670","670",1,"Palestinian","66007000",1,"Muslim","ARI",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,"Continued into 1986",NA,NA,NA,NA,NA,NA,"0",NA,NA,"340000",NA,NA,"1","1","Regrouping of PLO forces in Lebanon","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"1","PLO","0",NA,NA,NA,"Lebanon-Amal Movement-1985",1,4,1,0,4,1,1
"Lebanon","Amal Movement","1","War of the Camps",1,1,"Lebanese Civil War","0",NA,1986,0,"Lebanon",660,660,NA,1,0,"01/01/85","31/12/87",665,"SciencesPo Mass Violence and Resistance","Palestinian refugees","665","665","665",1,"Palestinian","66007000",1,"Muslim","ARI",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,"Continued into 1987",NA,NA,NA,NA,NA,NA,"0",NA,NA,"340000",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lebanon-Amal Movement-1985",2,4,1,0,4,1,0
"Lebanon","Amal Movement","1","War of the Camps",1,1,"Lebanese Civil War","0",NA,1987,0,"Lebanon",660,660,NA,1,0,"01/01/85","31/12/87",665,"SciencesPo Mass Violence and Resistance","Palestinian refugees","665","665","665",1,"Palestinian","66007000",1,"Muslim","ARI",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,"Conflict moved into new phase, with Amal increasingly fighting Hizbullah in Beirut",NA,NA,NA,NA,NA,NA,"0",NA,NA,"340000",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lebanon-Amal Movement-1985",3,4,1,0,4,1,0
"Lebanon","Lebanese Forces Militia","1","War of the Mountain",1,1,"Lebanese Civil War","0",NA,1983,0,"Lebanon",660,660,NA,0,0,"01/01/83","31/12/83",145,"O'Ballance, Civil War in Lebanon","Druze","145","200","107",1,"Druze","66002000",1,"Druze","ARI2B5",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,"Druze victory drove out Lebanese forces",1,0,0,0,0,0,"1","Israeli Defence Force","666","145805",NA,NA,"1","1","Withdrawal of IDF and LF moving into Southern Lebanon","0",NA,"0",NA,"0",NA,"0",NA,"1","Israel","0",NA,"0",NA,NA,NA,"Lebanon-Lebanese Forces Militia-1983",1,1,0,0,1,0,0
"Lebanon","Lebanese National Movement","1","Lebanese Civil War",1,1,"Lebanese Civil War","0",NA,1976,0,"Lebanon",660,660,NA,1,1,"01/01/76","31/12/76",782,"Atrocities, Massacres, and War Crimes : An Encyclopedia","Christians","782","782","582",0,NA,NA,1,"Maronite Christians","ARC99",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,782,"Ceasefire brought brief pause in the conflict",0,0,0,1,0,0,"1","Syrian military","652","650000",NA,NA,"1","0",NA,"0",NA,"0",NA,"0",NA,"1","Tal al Za'atar massacre leading to revenge killings","0",NA,"1","Christian militas","0",NA,NA,NA,"Lebanon-Lebanese National Movement-1976",1,5,1,1,5,0,0
"Lebanon","People's Liberation Army","0","Lebanese Civil War",1,1,"Lebanese Civil War","0",NA,1977,0,"Lebanon",660,660,NA,0,0,"16/03/77","31/12/77",250,"O'Ballance, Civil War in Lebanon","Maronite Christians","250","250","250",0,NA,NA,1,"Maronite Christians","ARC99",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,"Arab Detterent Force re-established order",1,0,0,0,0,0,"1","Arab Detterent Force",NA,"651500",NA,NA,"1","0",NA,"0",NA,"0",NA,"1","Assasination of Kamal Jumblatt","0",NA,"0",NA,"0",NA,"1","Syrian Socialist Nationalist Party assassin","1","0","Lebanon-People's Liberation Army-1977",1,1,0,0,1,0,0
"Lebanon","People's Liberation Army","0","War of the Mountain",1,1,"Lebanese Civil War","0",NA,1983,0,"Lebanon",660,660,NA,1,1,"01/01/83","31/12/83",1500,"O'Ballance, Civil War in Lebanon","Maronite Christians","1500","1500","1500",0,NA,NA,1,"Maronite Christians","ARC99",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,"Druze victory drove out Lebanese forces, exodus of Maronite Christians",1,0,0,0,0,0,"1","Israeli Defence Force","666","662750",NA,NA,"1","1","Withdrawal of IDF and LF moving into Southern Lebanon","0",NA,"0",NA,"0",NA,"0",NA,"1","Israel","0",NA,"0",NA,NA,NA,"Lebanon-People's Liberation Army-1983",1,6,1,1,6,1,1
"Lebanon","Right-wing Christian militas","1","Lebanese Civil War",1,1,"Lebanese Civil War","0",NA,1975,0,"Lebanon",660,660,NA,0,0,"13/04/75","31/12/76",177,"SciencesPo Mass Violence and Resistance","Palestinian refugees","177","227","177",1,"Palestinian","66007000",1,"Muslim","ARI",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4677,"Continued into 1975",NA,NA,NA,NA,NA,NA,"0",NA,NA,"340000",NA,NA,"1","1","Heightened tensions between PLO and Lebanese state","0",NA,"0",NA,"0",NA,"0",NA,"1","Lebanese state","1","PLO","0",NA,NA,NA,"Lebanon-Right-wing Christian militas-1975",1,2,1,1,6,1,1
"Lebanon","Right-wing Christian militas","1","Lebanese Civil War",1,1,"Lebanese Civil War","0",NA,1976,0,"Lebanon",660,660,NA,1,1,"13/04/75","31/12/76",3000,"SciencesPo Mass Violence and Resistance","Palestinian refugees","4500","5780","2400",1,"Palestinian","66007000",1,"Muslim","ARI",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4677,"Ceasefire brought brief pause in the conflict",0,0,0,1,0,0,"1","Syrian military","652","340000",NA,NA,"1","0",NA,"1","Capture of Palestinian camps by Christian militas","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"1","Christian militas","1","0","Lebanon-Right-wing Christian militas-1975",2,6,1,1,6,1,0
"Lebanon","Right-wing Christian militas","1","Lebanese Civil War",1,1,"Lebanese Civil War","0",NA,1982,0,"Lebanon",660,660,NA,1,0,"16/09/82","31/12/82",2000,"SciencesPo Mass Violence and Resistance","Palestinian refugees","2000","3500","700",1,"Palestinian","66007000",1,"Muslim","ARI",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,"Palestinians withdrew from Beirut",1,0,0,0,0,0,"1","Israeli Defence Force","666","340000",NA,NA,"1","0",NA,"1","Capture of Palestinian camps by Christian militas/IDF","0",NA,"1","Assasination of Bechir Gemayel","0",NA,"0",NA,"0",NA,"1","Syrian Socialist Nationalist Party assassin","1","0","Lebanon-Right-wing Christian militas-1982",1,4,1,0,4,1,1
"Liberia","INPFL","0","First Liberian Civil War",1,1,"First Liberian Civil War","0",NA,1990,0,"Liberia",450,450,NA,0,0,"01/01/90","31/12/90",84,"UCDP Estimate","Krahn and Mandingo ethnic groups","84","84","84",1,"Krahn and Mandingo","45003050; 45003070",0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,"Group disbanded",0,0,0,0,1,0,"1","ECOMOG intervention force",NA,"118000",NA,NA,"1","1","0","1","0","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,NA,NA,"Liberia-INPFL-1990",1,1,0,0,1,0,0
"Liberia","LPC","0","First Liberian Civil War",1,1,"First Liberian Civil War","0",NA,1993,0,"Liberia",450,450,NA,0,0,"01/01/93","31/12/95",53,"UCDP estimate","Gio and Mano Peoples","53","53","53",1,"Gio and Mano Peoples","45003020; 45003080",1,"Animist","ANI",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2568,"Continued into 1994",NA,NA,NA,NA,NA,NA,"1","ECOMOG intervention force",NA,"350000",NA,NA,"1","0",NA,"1","LPC captured territory previously controlled by NPLF","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,NA,NA,"Liberia-LPC-1993",1,2,1,0,4,1,1
"Liberia","LPC","0","First Liberian Civil War",1,1,"First Liberian Civil War","0",NA,1994,0,"Liberia",450,450,NA,1,0,"01/01/93","31/12/95",1512,"UCDP estimate","Gio and Mano Peoples","1165","1512","1165",1,"Gio and Mano Peoples","45003020; 45003080",1,"Animist","ANI",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2568,"Continued into 1995",NA,NA,NA,NA,NA,NA,"1","ECOMOG intervention force",NA,"352000",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liberia-LPC-1993",2,4,1,0,4,1,0
"Liberia","LPC","0","First Liberian Civil War",1,1,"First Liberian Civil War","0",NA,1995,0,"Liberia",450,450,NA,1,0,"01/01/93","31/12/95",1003,"UCDP estimate","Gio and Mano Peoples","1003","1003","1003",1,"Gio and Mano Peoples","45003020; 45003080",1,"Animist","ANI",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2568,"Ceasefire and elections held",0,0,0,1,0,0,"1","ECOMOG intervention force",NA,"362000",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liberia-LPC-1993",3,4,1,0,4,1,0
"Liberia","NPFL","1","First Liberian Civil War",1,1,"First Liberian Civil War","0",NA,1990,0,"Liberia",450,450,NA,0,0,"01/01/90","31/12/95",2243,"UCDP Estimate","Krahn and Mandingo ethnic groups","2011","2243","2011",1,"Krahn and Mandingo","45003050; 45003070",0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6127,"Continued into 1991",NA,NA,NA,NA,NA,NA,"1","ECOMOG intervention force",NA,"118000",NA,NA,"1","1","0","1","0","0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,NA,NA,"Liberia-NPFL-1990",1,2,0,0,2,0,0
"Liberia","NPFL","1","First Liberian Civil War",1,1,"First Liberian Civil War","0",NA,1991,0,"Liberia",450,450,"Sierra Leone",0,0,"01/01/90","31/12/95",289,"UCDP Estimate","Krahn and Mandingo ethnic groups","271","289","271",1,"Krahn and Mandingo","45003050; 45003070",0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6127,"Continued into 1992",NA,NA,NA,NA,NA,NA,"1","ECOMOG intervention force",NA,"121000",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liberia-NPFL-1990",2,2,0,0,2,0,0
"Liberia","NPFL","1","First Liberian Civil War",1,1,"First Liberian Civil War","0",NA,1992,0,"Liberia",450,450,"Sierra Leone",0,0,"01/01/90","31/12/95",559,"UCDP Estimate","Krahn and Mandingo ethnic groups","403","559","403",1,"Krahn and Mandingo","45003050; 45003070",0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6127,"Continued into 1993",NA,NA,NA,NA,NA,NA,"1","ECOMOG intervention force",NA,"113000",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liberia-NPFL-1990",3,2,0,0,2,0,0
"Liberia","NPFL","1","First Liberian Civil War",1,1,"First Liberian Civil War","0",NA,1993,0,"Liberia",450,450,"Sierra Leone",0,0,"01/01/90","31/12/95",1218,"UCDP Estimate","Krahn and Mandingo ethnic groups","994","1218","994",1,"Krahn and Mandingo","45003050; 45003070",0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6127,"Continued into 1994",NA,NA,NA,NA,NA,NA,"1","ECOMOG intervention force",NA,"112000",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liberia-NPFL-1990",4,2,0,0,2,0,0
"Liberia","NPFL","1","First Liberian Civil War",1,1,"First Liberian Civil War","0",NA,1994,0,"Liberia",450,450,"Ivory Coast",0,0,"01/01/90","31/12/95",1818,"UCDP Estimate","Krahn and Mandingo ethnic groups","1357","1818","1357",1,"Krahn and Mandingo","45003050; 45003070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6127,NA,NA,NA,NA,NA,NA,NA,"1","ECOMOG intervention force",NA,"112000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liberia-NPFL-1990",5,2,0,0,2,0,0
"Libya","Government of Libya","0","Libyan Civil War",1,1,"Libyan Civil War","0",NA,2011,1,"Libya",620,620,NA,0,1,"21/02/11","16/09/11",168,"UCDP Estimate","Libyan Opposition Protestors","152","168","152",0,NA,NA,0,NA,NA,1,"Libyan Opposition Protestors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168,"NATO backed NTC overthrew Gaddafi regime",1,0,0,0,0,0,"1","NATO",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1","Libyan forces crackdown on protests",NA,NA,NA,NA,"1","Gaddafi regime",NA,NA,NA,NA,NA,NA,"Libya-Government of Libya-2011",1,3,0,1,3,0,0
"Mali","Government of Mali","0","Anti-Government Protests",1,0,NA,"0",NA,1991,1,"Mali",432,432,NA,0,0,"17/03/91","26/03/91",204,"UCDP Estimate","Anti Traoré/Government Protestors","176","204","176",NA,NA,NA,NA,NA,NA,1,"Anti Traoré/Government Protestors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,"Coup d'etat against President Traoré’s regime",0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"1","Anti Traore protests",NA,NA,NA,NA,"1","Government forces",NA,NA,NA,NA,NA,NA,"Mali-Government of Mali-1991",1,1,0,0,1,0,0
